spectrum_lambda,seed,method,band,score_error
0.0,42,fourier_gate_s1p5_p4_linear_sigma,2,0.04077083750545233
0.0,42,fourier_gate_s1p5_p4_linear_sigma,3,0.040743732746989995
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,0,0.04001398214859221
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,1,0.0397271236300324
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,2,0.040172388639496154
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,3,0.04007264857901993
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,0,0.040013978816957174
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,1,0.039727119339857064
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,2,0.04017238564263778
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,3,0.04007264683066175
0.0,43,scalar_gate_loglinear_lo0p1_hi3,0,0.05780262884749557
0.0,43,scalar_gate_loglinear_lo0p1_hi3,1,0.05645001509740993
0.0,43,scalar_gate_loglinear_lo0p1_hi3,2,0.05557153691302262
0.0,43,scalar_gate_loglinear_lo0p1_hi3,3,0.05769564943107751
0.0,43,fourier_gate_loglinear_lo0p1_hi3,0,0.057802613807220626
0.0,43,fourier_gate_loglinear_lo0p1_hi3,1,0.05645002556428426
0.0,43,fourier_gate_loglinear_lo0p1_hi3,2,0.05557154795676997
0.0,43,fourier_gate_loglinear_lo0p1_hi3,3,0.05769564655164838
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.06905213209286912
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06721790373115016
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.06699942513477468
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.066775875896027
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.06905213348533092
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06721789642765195
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.06699942112147311
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.06677587201638459
0.0,43,score,0,0.054448591269118
0.0,43,score,1,0.053536860931912136
0.0,43,score,2,0.053946291025993895
0.0,43,score,3,0.05390247450973909
0.0,43,scalar_gaussian,0,0.12319188679878416
0.0,43,scalar_gaussian,1,0.1260597780073377
0.0,43,scalar_gaussian,2,0.13133302497771282
0.0,43,scalar_gaussian,3,0.13148054606396786
0.0,43,fourier_gaussian,0,0.12319188417857002
0.0,43,fourier_gaussian,1,0.1260597801330252
0.0,43,fourier_gaussian,2,0.13133303011434597
0.0,43,fourier_gaussian,3,0.13148054308745374
0.0,43,scalar_normalized,0,0.12060211501660947
0.0,43,scalar_normalized,1,0.12869371809298913
0.0,43,scalar_normalized,2,0.1304861265513056
0.0,43,scalar_normalized,3,0.1287008184493762
0.0,43,fourier_normalized,0,0.12060212179223255
0.0,43,fourier_normalized,1,0.12869372000316623
0.0,43,fourier_normalized,2,0.1304861295617643
0.0,43,fourier_normalized,3,0.1287008203918447
0.0,43,scalar_gate_s1p5_p4,0,0.03913583395404673
0.0,43,scalar_gate_s1p5_p4,1,0.03926098883356356
0.0,43,scalar_gate_s1p5_p4,2,0.039497106492080915
0.0,43,scalar_gate_s1p5_p4,3,0.039193304891605524
0.0,43,fourier_gate_s1p5_p4,0,0.03913583531586978
0.0,43,fourier_gate_s1p5_p4,1,0.039260989154786124
0.0,43,fourier_gate_s1p5_p4,2,0.0394971072260979
0.0,43,fourier_gate_s1p5_p4,3,0.03919330033790438
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.06269821700235849
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.061423558768499524
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.06184658175419577
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.06300639723444183
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.06269820061943213
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06142355110260086
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.06184657539959055
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.0630063896340986
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.0404997402252372
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04078220364422823
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.04091261207655272
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.040960951984550624
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.04049974255232018
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.0407822056404373
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.04091261376105165
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.04096095277884553
0.0,43,scalar_gate_s1p5_p4_linear_sigma,0,0.040618582487431165
0.0,43,scalar_gate_s1p5_p4_linear_sigma,1,0.04083808771327577
0.0,43,scalar_gate_s1p5_p4_linear_sigma,2,0.04115731352466406
0.0,43,scalar_gate_s1p5_p4_linear_sigma,3,0.0408546658599518
0.0,43,fourier_gate_s1p5_p4_linear_sigma,0,0.04061858729063455
0.0,43,fourier_gate_s1p5_p4_linear_sigma,1,0.040838087523083384
0.0,43,fourier_gate_s1p5_p4_linear_sigma,2,0.04115731314178655
0.0,43,fourier_gate_s1p5_p4_linear_sigma,3,0.04085466543573327
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,0,0.03948644774475508
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,1,0.039965840621861384
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,2,0.04013291010769817
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,3,0.039932315177982396
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,0,0.039486456221333094
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,1,0.03996584492763444
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,2,0.04013291436363534
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,3,0.03993231640319131
0.0,44,scalar_gate_loglinear_lo0p1_hi3,0,0.05524087928212773
0.0,44,scalar_gate_loglinear_lo0p1_hi3,1,0.05537605285927514
0.0,44,scalar_gate_loglinear_lo0p1_hi3,2,0.05552648400093714
0.0,44,scalar_gate_loglinear_lo0p1_hi3,3,0.05325006474555676
0.0,44,fourier_gate_loglinear_lo0p1_hi3,0,0.05524089575279326
0.0,44,fourier_gate_loglinear_lo0p1_hi3,1,0.055376102931021985
0.0,44,fourier_gate_loglinear_lo0p1_hi3,2,0.05552653532059795
0.0,44,fourier_gate_loglinear_lo0p1_hi3,3,0.05325011365984131
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.07143468432513923
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06983200626085509
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.07053632166967219
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.0713322654243962
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.07143480021958301
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06983201629973164
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.07053631633893416
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.07133232931327878
0.0,44,score,0,0.05489222854512099
0.0,44,score,1,0.053414775456185344
0.0,44,score,2,0.05383052861583045
0.0,44,score,3,0.05414186789893202
0.0,44,scalar_gaussian,0,0.12797968914546834
0.0,44,scalar_gaussian,1,0.13367470700326523
0.0,44,scalar_gaussian,2,0.1325934200051403
0.0,44,scalar_gaussian,3,0.13084945763756362
0.0,44,fourier_gaussian,0,0.12798009707196234
0.0,44,fourier_gaussian,1,0.13367570642942514
0.0,44,fourier_gaussian,2,0.13259401500945783
0.0,44,fourier_gaussian,3,0.1308503316387281
0.0,44,scalar_normalized,0,0.12648960077451532
0.0,44,scalar_normalized,1,0.13342055334892972
0.0,44,scalar_normalized,2,0.1286399688182978
0.0,44,scalar_normalized,3,0.1268438177265743
0.0,44,fourier_normalized,0,0.12648971443828957
0.0,44,fourier_normalized,1,0.13342063867426365
0.0,44,fourier_normalized,2,0.12864001541196568
0.0,44,fourier_normalized,3,0.12684385429654949
0.0,44,scalar_gate_s1p5_p4,0,0.0399635988967448
0.0,44,scalar_gate_s1p5_p4,1,0.03937584382014412
0.0,44,scalar_gate_s1p5_p4,2,0.03954098906248578
0.0,44,scalar_gate_s1p5_p4,3,0.03968114919042917
0.0,44,fourier_gate_s1p5_p4,0,0.03996361421679072
0.0,44,fourier_gate_s1p5_p4,1,0.039375840225794295
0.0,44,fourier_gate_s1p5_p4,2,0.03954099570735113
0.0,44,fourier_gate_s1p5_p4,3,0.0396811509788169
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.06203754102205778
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0619148620011574
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.06197692339070545
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.06214761871342004
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.062037521825228335
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.061914859644424634
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.06197691449669726
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.06214761429314275
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.04119250413005733
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04083761990507709
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.040991540173859045
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.04099573840724647
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.041192504043226524
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04083761978581041
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.04099154228794542
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.04099573782901247
0.0,44,scalar_gate_s1p5_p4_linear_sigma,0,0.04048130789773028
0.0,44,scalar_gate_s1p5_p4_linear_sigma,1,0.040251786919206084
0.0,44,scalar_gate_s1p5_p4_linear_sigma,2,0.04021997819017363
0.0,44,scalar_gate_s1p5_p4_linear_sigma,3,0.04015218433912029
0.0,44,fourier_gate_s1p5_p4_linear_sigma,0,0.04048130957200007
0.0,44,fourier_gate_s1p5_p4_linear_sigma,1,0.04025178886307716
0.0,44,fourier_gate_s1p5_p4_linear_sigma,2,0.04021997976476691
0.0,44,fourier_gate_s1p5_p4_linear_sigma,3,0.04015218354463409
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,0,0.040344874005984174
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,1,0.04001873216725399
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,2,0.040014005828355764
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,3,0.04008486387725567
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,0,0.04034486158717632
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,1,0.040018725167972065
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,2,0.04001400488290819
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,3,0.04008485574149057
0.5,42,scalar_gate_loglinear_lo0p1_hi3,0,0.0752642774678935
0.5,42,scalar_gate_loglinear_lo0p1_hi3,1,0.05679947224777146
0.5,42,scalar_gate_loglinear_lo0p1_hi3,2,0.0430805067420967
0.5,42,scalar_gate_loglinear_lo0p1_hi3,3,0.04057601577671528
0.5,42,fourier_gate_loglinear_lo0p1_hi3,0,0.07782837937463057
0.5,42,fourier_gate_loglinear_lo0p1_hi3,1,0.058851986930829464
0.5,42,fourier_gate_loglinear_lo0p1_hi3,2,0.04741300760467129
0.5,42,fourier_gate_loglinear_lo0p1_hi3,3,0.046042495746001465
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.07095538365460603
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06625401738610126
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.050243808223309525
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.04697381101727167
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.08567391178079485
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06902436532459297
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.056314402343940397
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.053991868277743146
0.5,42,score,0,0.08484466001766586
0.5,42,score,1,0.06244106413527011
0.5,42,score,2,0.054134004410658416
0.5,42,score,3,0.05356074443835389
0.5,42,scalar_gaussian,0,0.0695888112540254
0.5,42,scalar_gaussian,1,0.08473159607458172
0.5,42,scalar_gaussian,2,0.08512909892036681
0.5,42,scalar_gaussian,3,0.08097413366960551
0.5,42,fourier_gaussian,0,0.10443456699161167
0.5,42,fourier_gaussian,1,0.12387030554252505
0.5,42,fourier_gaussian,2,0.13239509150520154
0.5,42,fourier_gaussian,3,0.12415457690038519
0.5,42,scalar_normalized,0,0.06564421553383509
0.5,42,scalar_normalized,1,0.08896032521695613
0.5,42,scalar_normalized,2,0.09657644585157288
0.5,42,scalar_normalized,3,0.08934823647251543
0.5,42,fourier_normalized,0,0.1002754857151983
0.5,42,fourier_normalized,1,0.1230531323779544
0.5,42,fourier_normalized,2,0.12660033040404475
0.5,42,fourier_normalized,3,0.11927723478568714
0.5,42,scalar_gate_s1p5_p4,0,0.07461824406808276
0.5,42,scalar_gate_s1p5_p4,1,0.04846164438181817
0.5,42,scalar_gate_s1p5_p4,2,0.03774095263723279
0.5,42,scalar_gate_s1p5_p4,3,0.036478338632692536
0.5,42,fourier_gate_s1p5_p4,0,0.07403977375563417
0.5,42,fourier_gate_s1p5_p4,1,0.04848600652290028
0.5,42,fourier_gate_s1p5_p4,2,0.037487360151778955
0.5,42,fourier_gate_s1p5_p4,3,0.03596292997086389
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.07644069297921269
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0658066672841138
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.049901122883559336
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.046903269909111395
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.0841501294604437
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06604070704121959
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05430594046515767
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.0518212901337119
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.07403873975077818
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04960019187368689
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.03816602211779986
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03656498525048294
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.07452248215623526
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.049401375202240014
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.038704070299932045
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03746947748868281
0.5,42,scalar_gate_s1p5_p4_linear_sigma,0,0.07322744750090558
0.5,42,scalar_gate_s1p5_p4_linear_sigma,1,0.048872081939097214
0.5,42,scalar_gate_s1p5_p4_linear_sigma,2,0.03803346518162046
0.5,42,scalar_gate_s1p5_p4_linear_sigma,3,0.03650132322067546
0.5,42,fourier_gate_s1p5_p4_linear_sigma,0,0.07420533726842865
0.5,42,fourier_gate_s1p5_p4_linear_sigma,1,0.048780002116293644
0.5,42,fourier_gate_s1p5_p4_linear_sigma,2,0.038300430098009014
0.5,42,fourier_gate_s1p5_p4_linear_sigma,3,0.03664626904033668
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,0,0.0722361187378642
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,1,0.048524840879710734
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,2,0.03768157235422261
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,3,0.03605635982658658
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,0,0.0739398386586202
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,1,0.04893017862425148
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,2,0.03783051226756266
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,3,0.036155863712041256
0.5,43,scalar_gate_loglinear_lo0p1_hi3,0,0.07627048807671905
0.5,43,scalar_gate_loglinear_lo0p1_hi3,1,0.05822201506631333
0.5,43,scalar_gate_loglinear_lo0p1_hi3,2,0.0440048720037937
0.5,43,scalar_gate_loglinear_lo0p1_hi3,3,0.041434432665612426
0.5,43,fourier_gate_loglinear_lo0p1_hi3,0,0.07597731812064808
0.5,43,fourier_gate_loglinear_lo0p1_hi3,1,0.05857202999811947
0.5,43,fourier_gate_loglinear_lo0p1_hi3,2,0.047041327642394735
0.5,43,fourier_gate_loglinear_lo0p1_hi3,3,0.0441306169174357
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.07194361625048297
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.06649709237676256
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.051184230039655415
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.047276127803949186
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,0,0.08611610664122943
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,1,0.07020604910724053
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,2,0.05807079805596571
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,3,0.05470661072500903
0.5,43,score,0,0.08644684089815224
0.5,43,score,1,0.06319336273246466
0.5,43,score,2,0.05551256302300338
0.5,43,score,3,0.054730023383543575
0.5,43,scalar_gaussian,0,0.07161878126369048
0.5,43,scalar_gaussian,1,0.0857839566391104
0.5,43,scalar_gaussian,2,0.0892646070971359
0.5,43,scalar_gaussian,3,0.08321737120437446
0.5,43,fourier_gaussian,0,0.1024207247010155
0.5,43,fourier_gaussian,1,0.12336969003894296
0.5,43,fourier_gaussian,2,0.1332631054823633
0.5,43,fourier_gaussian,3,0.13403711629681808
0.5,43,scalar_normalized,0,0.06883780659324439
0.5,43,scalar_normalized,1,0.09195191826537093
0.5,43,scalar_normalized,2,0.0984830079832362
0.5,43,scalar_normalized,3,0.08999267755400266
0.5,43,fourier_normalized,0,0.09384816917745581
0.5,43,fourier_normalized,1,0.11460683874162367
0.5,43,fourier_normalized,2,0.11809562061310512
0.5,43,fourier_normalized,3,0.11592899647608827
0.5,43,scalar_gate_s1p5_p4,0,0.07219796984225378
0.5,43,scalar_gate_s1p5_p4,1,0.048315252585309824
0.5,43,scalar_gate_s1p5_p4,2,0.03748771729730981
0.5,43,scalar_gate_s1p5_p4,3,0.03640547301302145
0.5,43,fourier_gate_s1p5_p4,0,0.0736296730976666
0.5,43,fourier_gate_s1p5_p4,1,0.048473437298333547
0.5,43,fourier_gate_s1p5_p4,2,0.03755195892447978
0.5,43,fourier_gate_s1p5_p4,3,0.03584926643103539
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.07740428250746312
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06670824848661304
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05081624781543658
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04807615355868497
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08521623482081568
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06721128129627058
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.055006149620899274
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05306150877303881
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.07271636979607611
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04932139968426409
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.03758655533532626
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03631932299211427
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.07292473152814404
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.0493195449932535
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.0387051702908029
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03734411148950079
0.5,43,scalar_gate_s1p5_p4_linear_sigma,0,0.07092570530549794
0.5,43,scalar_gate_s1p5_p4_linear_sigma,1,0.04831985770304629
0.5,43,scalar_gate_s1p5_p4_linear_sigma,2,0.03757562863460096
0.5,43,scalar_gate_s1p5_p4_linear_sigma,3,0.03651528867905517
0.5,43,fourier_gate_s1p5_p4_linear_sigma,0,0.07189945261178145
0.5,43,fourier_gate_s1p5_p4_linear_sigma,1,0.04847905110677425
0.5,43,fourier_gate_s1p5_p4_linear_sigma,2,0.037935772966997586
0.5,43,fourier_gate_s1p5_p4_linear_sigma,3,0.036690056233992546
0.5,43,scalar_gate_s1p5_p4_tanh_sigma,0,0.07045906801708629
