spectrum_lambda,seed,method,region,n,score_error
0.0,42,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.06426493782079146
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.009651276622216825
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.046187792606772436
0.0,42,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.06426493406076726
0.0,43,scalar_gate_loglinear_lo0p1_hi3,low,6144,0.020264366201656003
0.0,43,scalar_gate_loglinear_lo0p1_hi3,middle,6144,0.07052848622330514
0.0,43,scalar_gate_loglinear_lo0p1_hi3,high,6144,0.0779996390930937
0.0,43,fourier_gate_loglinear_lo0p1_hi3,low,6144,0.02026436781564221
0.0,43,fourier_gate_loglinear_lo0p1_hi3,middle,6144,0.07052850238696594
0.0,43,fourier_gate_loglinear_lo0p1_hi3,high,6144,0.07799964202675118
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.022969227603739473
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.08133901062600944
0.0,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.09724068948006342
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.022969223668962462
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.08133900642343024
0.0,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.09724068443323071
0.0,43,score,low,6144,0.014268273286063754
0.0,43,score,middle,6144,0.060098062267114095
0.0,43,score,high,6144,0.08726470648092971
0.0,43,scalar_gaussian,low,6144,0.06243158837918017
0.0,43,scalar_gaussian,middle,6144,0.2130698582569398
0.0,43,scalar_gaussian,high,6144,0.11269684926681452
0.0,43,fourier_gaussian,low,6144,0.062431587821113
0.0,43,fourier_gaussian,middle,6144,0.2130698576714168
0.0,43,fourier_gaussian,high,6144,0.11269685832134994
0.0,43,scalar_normalized,low,6144,0.062452507552989645
0.0,43,scalar_normalized,middle,6144,0.21267571940982508
0.0,43,scalar_normalized,high,6144,0.11191610428841876
0.0,43,fourier_normalized,low,6144,0.06245250761779856
0.0,43,fourier_normalized,middle,6144,0.21267572339515003
0.0,43,fourier_normalized,high,6144,0.1119161088763519
0.0,43,scalar_gate_s1p5_p4,low,6144,0.009371286585534199
0.0,43,scalar_gate_s1p5_p4,middle,6144,0.04537448946516905
0.0,43,scalar_gate_s1p5_p4,high,6144,0.06335561563034917
0.0,43,fourier_gate_s1p5_p4,low,6144,0.009371286894000868
0.0,43,fourier_gate_s1p5_p4,middle,6144,0.04537449174151279
0.0,43,fourier_gate_s1p5_p4,high,6144,0.06335561285437984
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016028120334384985
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06261292222655344
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10727033462939363
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016028121297680192
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06261290811999712
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10727032484943551
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009471166633411006
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.045140893476874895
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06795159635366342
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009471167712151228
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.0451408972665206
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06795159654760773
0.0,43,scalar_gate_s1p5_p4_linear_sigma,low,6144,0.009888047755653788
0.0,43,scalar_gate_s1p5_p4_linear_sigma,middle,6144,0.04619050779241207
0.0,43,scalar_gate_s1p5_p4_linear_sigma,high,6144,0.06690002109698313
0.0,43,fourier_gate_s1p5_p4_linear_sigma,low,6144,0.009888047665384937
0.0,43,fourier_gate_s1p5_p4_linear_sigma,middle,6144,0.04619051005295297
0.0,43,fourier_gate_s1p5_p4_linear_sigma,high,6144,0.06690001912063938
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,low,6144,0.009389791342121213
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,middle,6144,0.04643310552704002
0.0,43,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.06421439073726705
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.009389792946393834
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.04643311016385754
0.0,43,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.06421439701198957
0.0,44,scalar_gate_loglinear_lo0p1_hi3,low,6144,0.019449530161307873
0.0,44,scalar_gate_loglinear_lo0p1_hi3,middle,6144,0.0690005956348361
0.0,44,scalar_gate_loglinear_lo0p1_hi3,high,6144,0.07698919987108639
0.0,44,fourier_gate_loglinear_lo0p1_hi3,low,6144,0.019449563884202895
0.0,44,fourier_gate_loglinear_lo0p1_hi3,middle,6144,0.06900069428004435
0.0,44,fourier_gate_loglinear_lo0p1_hi3,high,6144,0.0769892113435287
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.025352913100099118
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.08828472962127942
0.0,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.09798942824992446
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.025352931826845285
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.0882847738936775
0.0,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.09798941839995652
0.0,44,score,low,6144,0.014133292709266934
0.0,44,score,middle,6144,0.05974331722130586
0.0,44,score,high,6144,0.08768334322817066
0.0,44,scalar_gaussian,low,6144,0.0641260575118953
0.0,44,scalar_gaussian,middle,6144,0.21672224122163644
0.0,44,scalar_gaussian,high,6144,0.11592584923642578
0.0,44,fourier_gaussian,low,6144,0.06412659429962385
0.0,44,fourier_gaussian,middle,6144,0.21672365477050115
0.0,44,fourier_gaussian,high,6144,0.11592606108459684
0.0,44,scalar_normalized,low,6144,0.06308009024716746
0.0,44,scalar_normalized,middle,6144,0.21205275054924608
0.0,44,scalar_normalized,high,6144,0.11311076030437146
0.0,44,fourier_normalized,low,6144,0.06308013010922314
0.0,44,fourier_normalized,middle,6144,0.21205284957532822
0.0,44,fourier_normalized,high,6144,0.11311080173679759
0.0,44,scalar_gate_s1p5_p4,low,6144,0.009568483628220444
0.0,44,scalar_gate_s1p5_p4,middle,6144,0.04589129596637225
0.0,44,scalar_gate_s1p5_p4,high,6144,0.06319750789498897
0.0,44,fourier_gate_s1p5_p4,low,6144,0.009568488089423087
0.0,44,fourier_gate_s1p5_p4,middle,6144,0.04589129973427025
0.0,44,fourier_gate_s1p5_p4,high,6144,0.06319751190549194
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01613029061279891
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06320466286727765
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10663548999649718
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016130291391547463
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06320465286678344
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10663547691180629
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009543662082563943
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.045505384474554544
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06785900581981645
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009543665336137043
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.045505387721535506
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06785900233484411
0.0,44,scalar_gate_s1p5_p4_linear_sigma,low,6144,0.00942852276725343
0.0,44,scalar_gate_s1p5_p4_linear_sigma,middle,6144,0.04513439557515614
0.0,44,scalar_gate_s1p5_p4_linear_sigma,high,6144,0.06615352139418114
0.0,44,fourier_gate_s1p5_p4_linear_sigma,low,6144,0.0094285235465582
0.0,44,fourier_gate_s1p5_p4_linear_sigma,middle,6144,0.04513439699605628
0.0,44,fourier_gate_s1p5_p4_linear_sigma,high,6144,0.0661535232186207
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,low,6144,0.009529345741952895
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,middle,6144,0.046579713980042715
0.0,44,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.06404394298575666
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.00952934476038553
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.04657970955111724
0.0,44,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.064043935297047
0.5,42,scalar_gate_loglinear_lo0p1_hi3,low,6144,0.0164505230936062
0.5,42,scalar_gate_loglinear_lo0p1_hi3,middle,6144,0.05979949978533477
0.5,42,scalar_gate_loglinear_lo0p1_hi3,high,6144,0.06976721061444353
0.5,42,fourier_gate_loglinear_lo0p1_hi3,low,6144,0.020697159236765277
0.5,42,fourier_gate_loglinear_lo0p1_hi3,middle,6144,0.06553455097977978
0.5,42,fourier_gate_loglinear_lo0p1_hi3,high,6144,0.07113696516029532
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.01859765376142324
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.06662476033402942
0.5,42,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.0809914128669826
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.02137321430255759
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.07350875598454532
0.5,42,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.08949502494529349
0.5,42,score,low,6144,0.02057207718541742
0.5,42,score,middle,6144,0.06443154739181793
0.5,42,score,high,6144,0.09058464930527506
0.5,42,scalar_gaussian,low,6144,0.043877905759278225
0.5,42,scalar_gaussian,middle,6144,0.12640710716561485
0.5,42,scalar_gaussian,high,6144,0.07940902581490483
0.5,42,fourier_gaussian,low,6144,0.07328924810489046
0.5,42,fourier_gaussian,middle,6144,0.20771599904331237
0.5,42,fourier_gaussian,high,6144,0.09975672286361491
0.5,42,scalar_normalized,low,6144,0.05236510850626749
0.5,42,scalar_normalized,middle,6144,0.14348863039735013
0.5,42,scalar_normalized,high,6144,0.07786436586262882
0.5,42,fourier_normalized,low,6144,0.07143389761965137
0.5,42,fourier_normalized,middle,6144,0.20031963164308256
0.5,42,fourier_normalized,high,6144,0.09612774699188958
0.5,42,scalar_gate_s1p5_p4,low,6144,0.013793724705065055
0.5,42,scalar_gate_s1p5_p4,middle,6144,0.0510059882486524
0.5,42,scalar_gate_s1p5_p4,high,6144,0.06457411366235999
0.5,42,fourier_gate_s1p5_p4,low,6144,0.014212948546202994
0.5,42,fourier_gate_s1p5_p4,middle,6144,0.051064114877288756
0.5,42,fourier_gate_s1p5_p4,high,6144,0.06335785476601612
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01682772482925809
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06248065617575766
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08727963846365162
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01689980594676122
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06313304418779239
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.0976325661301573
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013587751873421879
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.050376550910622764
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06684162165310018
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.014045055170035523
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.050646559240712395
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06731767160235448
0.5,42,scalar_gate_s1p5_p4_linear_sigma,low,6144,0.013722153000148334
0.5,42,scalar_gate_s1p5_p4_linear_sigma,middle,6144,0.04993950437942318
0.5,42,scalar_gate_s1p5_p4_linear_sigma,high,6144,0.06616991794970618
0.5,42,fourier_gate_s1p5_p4_linear_sigma,low,6144,0.01412143129839015
0.5,42,fourier_gate_s1p5_p4_linear_sigma,middle,6144,0.050585888058648804
0.5,42,fourier_gate_s1p5_p4_linear_sigma,high,6144,0.06577101337256314
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,low,6144,0.01344398404332893
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,middle,6144,0.05085613807212811
0.5,42,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.0642901316148964
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.014054040004640648
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.051672529183822286
0.5,42,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.06384634839528518
0.5,43,scalar_gate_loglinear_lo0p1_hi3,low,6144,0.017559123575757382
0.5,43,scalar_gate_loglinear_lo0p1_hi3,middle,6144,0.06175067649054832
0.5,43,scalar_gate_loglinear_lo0p1_hi3,high,6144,0.06984552291326178
0.5,43,fourier_gate_loglinear_lo0p1_hi3,low,6144,0.020317500046748024
0.5,43,fourier_gate_loglinear_lo0p1_hi3,middle,6144,0.06477392615738502
0.5,43,fourier_gate_loglinear_lo0p1_hi3,high,6144,0.07023450017109324
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.019649831116613014
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.06844443891655196
0.5,43,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.08015981735110578
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.02324840730707359
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.07688245725100767
0.5,43,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.0883368205676958
0.5,43,score,low,6144,0.021308482377069015
0.5,43,score,middle,6144,0.06560597894748928
0.5,43,score,high,6144,0.09230391499313868
0.5,43,scalar_gaussian,low,6144,0.04565491771497485
0.5,43,scalar_gaussian,middle,6144,0.13124217955743098
0.5,43,scalar_gaussian,high,6144,0.08159931810351025
0.5,43,fourier_gaussian,low,6144,0.07463556057322608
0.5,43,fourier_gaussian,middle,6144,0.21135066792989177
0.5,43,fourier_gaussian,high,6144,0.09948087917812658
0.5,43,scalar_normalized,low,6144,0.05345829036419719
0.5,43,scalar_normalized,middle,6144,0.14688002405999984
0.5,43,scalar_normalized,high,6144,0.07968244001150039
0.5,43,fourier_normalized,low,6144,0.06693072037409566
0.5,43,fourier_normalized,middle,6144,0.1875708656133873
0.5,43,fourier_normalized,high,6144,0.09057164846018705
0.5,43,scalar_gate_s1p5_p4,low,6144,0.01379194790775797
0.5,43,scalar_gate_s1p5_p4,middle,6144,0.050615832360932124
0.5,43,scalar_gate_s1p5_p4,high,6144,0.06385466672202643
0.5,43,fourier_gate_s1p5_p4,low,6144,0.01436103950909695
0.5,43,fourier_gate_s1p5_p4,middle,6144,0.05112093559154198
0.5,43,fourier_gate_s1p5_p4,high,6144,0.06310240131685954
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017869292057525795
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06501984312182975
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08655420213671318
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01769284715849997
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.0650895342188922
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09765000960287339
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013270972138684662
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.049711499801637006
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06627726394680618
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.01418262674987763
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.050686440609799745
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06665323752277179
0.5,43,scalar_gate_s1p5_p4_linear_sigma,low,6144,0.013422904981975547
0.5,43,scalar_gate_s1p5_p4_linear_sigma,middle,6144,0.04923959994090913
0.5,43,scalar_gate_s1p5_p4_linear_sigma,high,6144,0.06549164608324781
0.5,43,fourier_gate_s1p5_p4_linear_sigma,low,6144,0.01390187214625182
0.5,43,fourier_gate_s1p5_p4_linear_sigma,middle,6144,0.05016601386599687
0.5,43,fourier_gate_s1p5_p4_linear_sigma,high,6144,0.06508159216358626
0.5,43,scalar_gate_s1p5_p4_tanh_sigma,low,6144,0.013271126162018877
0.5,43,scalar_gate_s1p5_p4_tanh_sigma,middle,6144,0.050370383256549335
0.5,43,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.06383047303526206
0.5,43,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.013821957396024395
0.5,43,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.05113491927673455
0.5,43,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.06321499604585167
0.5,44,scalar_gate_loglinear_lo0p1_hi3,low,6144,0.01644056996470065
0.5,44,scalar_gate_loglinear_lo0p1_hi3,middle,6144,0.061643457757251996
0.5,44,scalar_gate_loglinear_lo0p1_hi3,high,6144,0.07016870371948157
0.5,44,fourier_gate_loglinear_lo0p1_hi3,low,6144,0.01950335374615085
0.5,44,fourier_gate_loglinear_lo0p1_hi3,middle,6144,0.0633359286312541
0.5,44,fourier_gate_loglinear_lo0p1_hi3,high,6144,0.07059025473332532
0.5,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.019150572474683953
0.5,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.06917498441595332
0.5,44,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.08088074957853476
0.5,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,6144,0.022363838288032328
0.5,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,6144,0.07667828963410088
0.5,44,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,6144,0.08892195734658748
0.5,44,score,low,6144,0.020599295058900763
0.5,44,score,middle,6144,0.06407756199439174
0.5,44,score,high,6144,0.09311274522541801
0.5,44,scalar_gaussian,low,6144,0.04793676586936787
0.5,44,scalar_gaussian,middle,6144,0.13848485451684361
0.5,44,scalar_gaussian,high,6144,0.08316025469244424
0.5,44,fourier_gaussian,low,6144,0.07666409539762217
0.5,44,fourier_gaussian,middle,6144,0.21782526061398752
0.5,44,fourier_gaussian,high,6144,0.10289871475292194
0.5,44,scalar_normalized,low,6144,0.054587951391459964
0.5,44,scalar_normalized,middle,6144,0.1507100062059425
0.5,44,scalar_normalized,high,6144,0.07991228245663003
0.5,44,fourier_normalized,low,6144,0.07204557947556611
0.5,44,fourier_normalized,middle,6144,0.20219120004138316
0.5,44,fourier_normalized,high,6144,0.09557055701066457
0.5,44,scalar_gate_s1p5_p4,low,6144,0.01331877685314547
0.5,44,scalar_gate_s1p5_p4,middle,6144,0.050009873536455134
0.5,44,scalar_gate_s1p5_p4,high,6144,0.06349814660483184
0.5,44,fourier_gate_s1p5_p4,low,6144,0.013711258302463725
0.5,44,fourier_gate_s1p5_p4,middle,6144,0.050285455434005956
0.5,44,fourier_gate_s1p5_p4,high,6144,0.06248216731634699
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017679033450443766
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06638821902298704
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08785819813225199
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017742936818735584
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06562807914788608
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09729057022451876
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.01310059447619228
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04952366068905415
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.0662869547954096
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013679970101268554
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04959672211984628
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06638600865131546
0.5,44,scalar_gate_s1p5_p4_linear_sigma,low,6144,0.013449909663695539
0.5,44,scalar_gate_s1p5_p4_linear_sigma,middle,6144,0.04960333352016138
0.5,44,scalar_gate_s1p5_p4_linear_sigma,high,6144,0.06580349309462742
0.5,44,fourier_gate_s1p5_p4_linear_sigma,low,6144,0.013410094803464714
0.5,44,fourier_gate_s1p5_p4_linear_sigma,middle,6144,0.049066906149081574
0.5,44,fourier_gate_s1p5_p4_linear_sigma,high,6144,0.0646567358364132
0.5,44,scalar_gate_s1p5_p4_tanh_sigma,low,6144,0.01320543049525963
0.5,44,scalar_gate_s1p5_p4_tanh_sigma,middle,6144,0.050704067601195536
0.5,44,scalar_gate_s1p5_p4_tanh_sigma,high,6144,0.0639896226799357
0.5,44,fourier_gate_s1p5_p4_tanh_sigma,low,6144,0.013467868881489783
0.5,44,fourier_gate_s1p5_p4_tanh_sigma,middle,6144,0.05062430775433726
0.5,44,fourier_gate_s1p5_p4_tanh_sigma,high,6144,0.06273274893386392
