spectrum_lambda,method,region,score_error_mean,score_error_sd,n_seeds
0.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.009523520162262773,4.573935210553654e-05,3
0.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.0452317191739278,0.0002414252727525713,3
0.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.06803190219659355,0.00022411330792260407,3
0.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.009523522029073075,4.573989765997904e-05,3
0.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.04523171996698367,0.00024142816385580042,3
0.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.06803190118558887,0.00022411476320527673,3
0.0,scalar_gate_s1p5_p4_linear_sigma,low,0.009737592550520353,0.00026769337316869836,3
0.0,scalar_gate_s1p5_p4_linear_sigma,middle,0.04566307927194413,0.0005280572274479413,3
0.0,scalar_gate_s1p5_p4_linear_sigma,high,0.066492593968413,0.0003779149512720456,3
0.0,fourier_gate_s1p5_p4_linear_sigma,low,0.009737592105904773,0.000267692298620708,3
0.0,fourier_gate_s1p5_p4_linear_sigma,middle,0.04566307787732359,0.0005280576357617103,3
0.0,fourier_gate_s1p5_p4_linear_sigma,high,0.06649259226748831,0.0003779135152220851,3
0.0,scalar_gate_s1p5_p4_tanh_sigma,low,0.009523471511392547,0.00013084198907629827,3
0.0,scalar_gate_s1p5_p4_tanh_sigma,middle,0.04640020567941978,0.00019801875088746083,3
0.0,scalar_gate_s1p5_p4_tanh_sigma,high,0.06417442384793838,0.00011579159494527603,3
0.0,fourier_gate_s1p5_p4_tanh_sigma,low,0.009523471442998728,0.0001308407431701622,3
0.0,fourier_gate_s1p5_p4_tanh_sigma,middle,0.04640020410724907,0.00019801976981423234,3
0.0,fourier_gate_s1p5_p4_tanh_sigma,high,0.06417442212326795,0.00011579554044824657,3
0.0,scalar_gate_loglinear_lo0p1_hi3,low,0.019094953225335273,0.0013812669483997061,3
0.0,scalar_gate_loglinear_lo0p1_hi3,middle,0.06818827168107841,0.0028350461440831746,3
0.0,scalar_gate_loglinear_lo0p1_hi3,high,0.07720870885860887,0.0007072047344671126,3
0.0,fourier_gate_loglinear_lo0p1_hi3,low,0.019094961938413747,0.0013812770341739547,3
0.0,fourier_gate_loglinear_lo0p1_hi3,middle,0.0681882977477079,0.002835087302579594,3
0.0,fourier_gate_loglinear_lo0p1_hi3,high,0.07720870753666868,0.0007072120168724468,3
0.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.023579256704952936,0.0015607724035802638,3
0.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.08260573751816182,0.005163508139747055,3
0.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.09770798700742118,0.00040750381021309505,3
0.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.023579259364493187,0.0015607863528725365,3
0.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.08260574743926817,0.005163537404847392,3
0.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.09770797929782042,0.00040750142522468245,3
0.5,score,low,0.020826618207129066,0.00041752845635139197,3
0.5,score,middle,0.06470502944456631,0.0008000680724229607,3
0.5,score,high,0.09200043650794391,0.0012910815770480757,3
0.5,scalar_gaussian,low,0.045823196447873644,0.0020346559039008897,3
0.5,scalar_gaussian,middle,0.13204471374662982,0.006078736802465883,3
0.5,scalar_gaussian,high,0.08138953287028644,0.001884392980771387,3
0.5,fourier_gaussian,low,0.07486296802524624,0.0016988773276020756,3
0.5,fourier_gaussian,middle,0.21229730919573056,0.005120682536608183,3
0.5,fourier_gaussian,high,0.10071210559822114,0.0018986750989234418,3
0.5,scalar_normalized,low,0.05347045008730822,0.0011114713299101814,3
0.5,scalar_normalized,middle,0.1470262202210975,0.0036129070193364394,3
0.5,scalar_normalized,high,0.07915302944358642,0.0011219167776892482,3
0.5,fourier_normalized,low,0.07013673248977105,0.0027932819294884765,3
0.5,fourier_normalized,middle,0.19669389909928434,0.007956003837101796,3
0.5,fourier_normalized,high,0.09408998415424707,0.003059678040393627,3
0.5,scalar_gate_s1p5_p4,low,0.013634816488656165,0.00027369979477973185,3
0.5,scalar_gate_s1p5_p4,middle,0.05054389804867989,0.0005019382819863038,3
0.5,scalar_gate_s1p5_p4,high,0.06397564232973942,0.0005480899565469064,3
0.5,fourier_gate_s1p5_p4,low,0.014095082119254554,0.0003405484915171787,3
0.5,fourier_gate_s1p5_p4,middle,0.050823501967612233,0.0004668272728069325,3
0.5,fourier_gate_s1p5_p4,high,0.06298080779974087,0.0004503286188229322,3
0.5,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,0.017458683445742553,0.000554645081271966,3
0.5,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,0.06462957277352482,0.0019827998032671845,3
0.5,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,0.08723067957753894,0.0006533751743771396,3
0.5,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,0.017445196641332258,0.0004729857300269642,3
0.5,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,0.06461688585152357,0.0013129536253823342,3
0.5,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,0.09752438198584983,0.00020267467401638558,3
0.5,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.01331977282943294,0.0002472179463186502,3
0.5,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.049870570467104636,0.0004481439946837136,3
0.5,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.06646861346510531,0.0003230709045551297,3
0.5,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.013969217340393901,0.00025976808676450385,3
0.5,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.05030990732345281,0.0006179583172694833,3
0.5,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.06678563925881391,0.00047973599861268664,3
0.5,scalar_gate_s1p5_p4_linear_sigma,low,0.013531655881939808,0.00016552696832545036,3
0.5,scalar_gate_s1p5_p4_linear_sigma,middle,0.04959414594683123,0.0003500426608153504,3
0.5,scalar_gate_s1p5_p4_linear_sigma,high,0.06582168570919379,0.0003395017078393001,3
0.5,fourier_gate_s1p5_p4_linear_sigma,low,0.013811132749368895,0.0003642459757680364,3
0.5,fourier_gate_s1p5_p4_linear_sigma,middle,0.04993960269124242,0.0007843934124139463,3
0.5,fourier_gate_s1p5_p4_linear_sigma,high,0.06516978045752087,0.000562349080449517,3
0.5,scalar_gate_s1p5_p4_tanh_sigma,low,0.01330684690020248,0.00012322307891137493,3
0.5,scalar_gate_s1p5_p4_tanh_sigma,middle,0.050643529643290996,0.0002484714641059045,3
0.5,scalar_gate_s1p5_p4_tanh_sigma,high,0.06403674244336471,0.00023342387739275976,3
0.5,fourier_gate_s1p5_p4_tanh_sigma,low,0.013781288760718276,0.0002951941730915993,3
0.5,fourier_gate_s1p5_p4_tanh_sigma,middle,0.05114391873829804,0.0005241686599170463,3
0.5,fourier_gate_s1p5_p4_tanh_sigma,high,0.06326469779166692,0.0005584609545637373,3
0.5,scalar_gate_loglinear_lo0p1_hi3,low,0.016816738878021414,0.0006429432679234997,3
0.5,scalar_gate_loglinear_lo0p1_hi3,middle,0.0610645446777117,0.0010968718699051088,3
0.5,scalar_gate_loglinear_lo0p1_hi3,high,0.0699271457490623,0.00021282832011120938,3
0.5,fourier_gate_loglinear_lo0p1_hi3,low,0.020172671009888052,0.0006099380909515562,3
0.5,fourier_gate_loglinear_lo0p1_hi3,middle,0.06454813525613963,0.0011165667047575096,3
0.5,fourier_gate_loglinear_lo0p1_hi3,high,0.07065390668823796,0.00045458711234154536,3
0.5,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.01913268578424007,0.000526316679352663,3
0.5,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.06808139455551156,0.001313301801974158,3
0.5,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.08067732659887437,0.0004515788491471226,3
0.5,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.022328486632554503,0.0009380962134585142,3
0.5,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.07568983428988463,0.0018916257649082414,3
0.5,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.0889179342865256,0.0005791126693751455,3
1.0,score,low,0.04901108946820121,0.0016298563950888926,3
1.0,score,middle,0.0887852263724076,0.0010940529926702855,3
1.0,score,high,0.09432900367723838,0.0011667802052572399,3
1.0,scalar_gaussian,low,0.04454686976310656,0.0011913638450229737,3
1.0,scalar_gaussian,middle,0.10667686571161768,0.0012592529267108534,3
1.0,scalar_gaussian,high,0.07242992717946568,0.00035023844831505294,3
1.0,fourier_gaussian,low,0.11735355623458534,0.005251669636755696,3
1.0,fourier_gaussian,middle,0.19440101362905624,0.011878706988970419,3
1.0,fourier_gaussian,high,0.07159050560541791,0.0035119232602179888,3
1.0,scalar_normalized,low,0.057607767653066695,0.001963024667415679,3
1.0,scalar_normalized,middle,0.11290258894714965,0.0026137284127661802,3
1.0,scalar_normalized,high,0.06450861709755894,0.0005437542018038945,3
1.0,fourier_normalized,low,0.07853870737025405,0.0032676126611111034,3
1.0,fourier_normalized,middle,0.1252850195699928,0.006367358691528241,3
1.0,fourier_normalized,high,0.05010227674461834,0.0023515340578214635,3
1.0,scalar_gate_s1p5_p4,low,0.0351093027773218,0.000700224916720832,3
1.0,scalar_gate_s1p5_p4,middle,0.0726301349094916,0.0006844469354935618,3
1.0,scalar_gate_s1p5_p4,high,0.06690883015025985,0.00041783660939742937,3
1.0,fourier_gate_s1p5_p4,low,0.03438960397483811,0.0009092585816534042,3
1.0,fourier_gate_s1p5_p4,middle,0.07112326853481359,0.0006967837152446804,3
1.0,fourier_gate_s1p5_p4,high,0.06010669383653717,0.00047316456814987007,3
1.0,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,0.04171628990745566,0.0017393827982024005,3
1.0,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,0.09502228176311454,0.0023046075859325657,3
1.0,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,0.06994092047741779,0.0005544685738648995,3
1.0,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,0.02900504777366553,0.0003250488040148391,3
1.0,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,0.08206958327563475,0.0002504930837959705,3
1.0,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,0.07555652164392705,0.0003010879463133314,3
1.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.033571965203031524,0.0009156071060272417,3
1.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.07232133571848191,0.0009051904059884662,3
1.0,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.06705476705354056,0.0005669608098694281,3
1.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,0.030619658197991034,0.0006865120406994639,3
1.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,0.06970651845256881,0.0007566056656276891,3
1.0,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,0.058854335510166944,0.00020698566839105233,3
1.0,scalar_gate_s1p5_p4_linear_sigma,low,0.03330101224434243,0.0005820809916852383,3
1.0,scalar_gate_s1p5_p4_linear_sigma,middle,0.07142897137992506,0.0011547034779872353,3
1.0,scalar_gate_s1p5_p4_linear_sigma,high,0.06821188396653478,0.0003707129063818204,3
1.0,fourier_gate_s1p5_p4_linear_sigma,low,0.03150769336148143,0.0007126680746729834,3
1.0,fourier_gate_s1p5_p4_linear_sigma,middle,0.06949639463014666,0.0008381855647156634,3
1.0,fourier_gate_s1p5_p4_linear_sigma,high,0.061056379447140124,0.00036934919935748944,3
1.0,scalar_gate_s1p5_p4_tanh_sigma,low,0.033633880276942286,0.0006466219799792699,3
1.0,scalar_gate_s1p5_p4_tanh_sigma,middle,0.07280239694587133,0.0008318652774628714,3
1.0,scalar_gate_s1p5_p4_tanh_sigma,high,0.06732506576867527,0.00045724239536785126,3
1.0,fourier_gate_s1p5_p4_tanh_sigma,low,0.0319971607940557,0.0007830509919141283,3
1.0,fourier_gate_s1p5_p4_tanh_sigma,middle,0.06992759516975557,0.0005292218643159351,3
1.0,fourier_gate_s1p5_p4_tanh_sigma,high,0.05981535636540999,0.00036897945890592007,3
1.0,scalar_gate_loglinear_lo0p1_hi3,low,0.03176368361454996,0.0010078419082870937,3
1.0,scalar_gate_loglinear_lo0p1_hi3,middle,0.08135807315505911,0.0016856772573573015,3
1.0,scalar_gate_loglinear_lo0p1_hi3,high,0.06518759155668623,0.0008224452928307762,3
1.0,fourier_gate_loglinear_lo0p1_hi3,low,0.031321231700619796,0.0007719070961060543,3
1.0,fourier_gate_loglinear_lo0p1_hi3,middle,0.07455144746152982,0.0005578709686208237,3
1.0,fourier_gate_loglinear_lo0p1_hi3,high,0.05915570864245975,0.00034884989644794147,3
1.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.03977456220163505,0.0015885585246526199,3
1.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.09058029684970188,0.0025794949702941,3
1.0,scalar_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.06795890750346384,0.000553054427361962,3
1.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,low,0.029736180369399224,0.0006307510169055907,3
1.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,middle,0.08005259530780401,0.0010279162101693485,3
1.0,fourier_gate_logsigmoid_lo0p1_hi1p5_s0p75_p2,high,0.07007140751801579,0.00023890533686979042,3
