spectrum_lambda,seed,method,region,n,score_error
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.044344166734447715
0.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06722051182110118
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009455128683326763
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04434416882594932
0.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06722051271816175
0.0,43,score,low,6144,0.014285805886708372
0.0,43,score,middle,6144,0.05936240594478868
0.0,43,score,high,6144,0.08665100903836843
0.0,43,scalar_gaussian,low,6144,0.06262112836648072
0.0,43,scalar_gaussian,middle,6144,0.21102586068348042
0.0,43,scalar_gaussian,high,6144,0.11277167426385308
0.0,43,fourier_gaussian,low,6144,0.06262113085698028
0.0,43,fourier_gaussian,middle,6144,0.21102586292461423
0.0,43,fourier_gaussian,high,6144,0.11277168351270406
0.0,43,scalar_normalized,low,6144,0.06270584076670715
0.0,43,scalar_normalized,middle,6144,0.21110254590496266
0.0,43,scalar_normalized,high,6144,0.1109662240293725
0.0,43,fourier_normalized,low,6144,0.06270584234579563
0.0,43,fourier_normalized,middle,6144,0.21110254890534838
0.0,43,fourier_normalized,high,6144,0.11096622877413335
0.0,43,scalar_gate_s1p5_p4,low,6144,0.009361228760073247
0.0,43,scalar_gate_s1p5_p4,middle,6144,0.04454514868822267
0.0,43,scalar_gate_s1p5_p4,high,6144,0.06281582310289145
0.0,43,fourier_gate_s1p5_p4,low,6144,0.009361229679974678
0.0,43,fourier_gate_s1p5_p4,middle,6144,0.04454514938492066
0.0,43,fourier_gate_s1p5_p4,high,6144,0.06281582223836503
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01584987458702042
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06191353633842176
0.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10646849511796415
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01584987571467789
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06191352566287606
0.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10646848357010624
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.009532914637600972
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04503462437215172
0.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06733451100593904
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.00953291673488437
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.045034627568235196
0.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06733450699811427
0.0,44,score,low,6144,0.014264962646981296
0.0,44,score,middle,6144,0.058659628884999225
0.0,44,score,high,6144,0.08750136524792662
0.0,44,scalar_gaussian,low,6144,0.06439791937648258
0.0,44,scalar_gaussian,middle,6144,0.21906253687755464
0.0,44,scalar_gaussian,high,6144,0.1153918510595166
0.0,44,fourier_gaussian,low,6144,0.06439846876351592
0.0,44,fourier_gaussian,middle,6144,0.21906395161795508
0.0,44,fourier_gaussian,high,6144,0.1153920683488356
0.0,44,scalar_normalized,low,6144,0.06328246522753798
0.0,44,scalar_normalized,middle,6144,0.2127400073943674
0.0,44,scalar_normalized,high,6144,0.11333365883851158
0.0,44,fourier_normalized,low,6144,0.06328250839479634
0.0,44,fourier_normalized,middle,6144,0.21274010835507692
0.0,44,fourier_normalized,high,6144,0.11333369693348105
0.0,44,scalar_gate_s1p5_p4,low,6144,0.009571802878718083
0.0,44,scalar_gate_s1p5_p4,middle,6144,0.04537853879589641
0.0,44,scalar_gate_s1p5_p4,high,6144,0.06280575775213641
0.0,44,fourier_gate_s1p5_p4,low,6144,0.009571807283954412
0.0,44,fourier_gate_s1p5_p4,middle,6144,0.045378536984249575
0.0,44,fourier_gate_s1p5_p4,high,6144,0.06280575929542125
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.015898221893132208
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06257605274715695
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10567367950049344
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01589822255909043
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06257603660294168
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.10567366670081008
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013614580349075376
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.050272705477906
0.5,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06571952823587542
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.014040800615466212
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.05056454423174051
0.5,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06595091719979505
0.5,42,score,low,6144,0.020630180604466725
0.5,42,score,middle,6144,0.06467921154183513
0.5,42,score,high,6144,0.08999915274647251
0.5,42,scalar_gaussian,low,6144,0.04391521659936023
0.5,42,scalar_gaussian,middle,6144,0.12647918684974116
0.5,42,scalar_gaussian,high,6144,0.0789128796627625
0.5,42,fourier_gaussian,low,6144,0.07341593130590321
0.5,42,fourier_gaussian,middle,6144,0.207829221447467
0.5,42,fourier_gaussian,high,6144,0.09756205448555004
0.5,42,scalar_normalized,low,6144,0.05219823568846782
0.5,42,scalar_normalized,middle,6144,0.14289113269550743
0.5,42,scalar_normalized,high,6144,0.07699073607565791
0.5,42,fourier_normalized,low,6144,0.07177844251943132
0.5,42,fourier_normalized,middle,6144,0.20040775483512896
0.5,42,fourier_normalized,high,6144,0.09523425022242131
0.5,42,scalar_gate_s1p5_p4,low,6144,0.013778663649297347
0.5,42,scalar_gate_s1p5_p4,middle,6144,0.050947163661247206
0.5,42,scalar_gate_s1p5_p4,high,6144,0.06350206437164065
0.5,42,fourier_gate_s1p5_p4,low,6144,0.014147996722825885
0.5,42,fourier_gate_s1p5_p4,middle,6144,0.050995193415259044
0.5,42,fourier_gate_s1p5_p4,high,6144,0.06221301303517258
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016757822987474
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06237854391582798
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08610717117137763
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016927699502620328
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06317773705392543
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.0960510904981401
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.01330108785336849
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04953934388261483
0.5,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06518796005827167
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.014264509257530741
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.05062718422916396
0.5,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06562771584771725
0.5,43,score,low,6144,0.02144763901683865
0.5,43,score,middle,6144,0.06584348700063014
0.5,43,score,high,6144,0.0917652793739715
0.5,43,scalar_gaussian,low,6144,0.04562082895617973
0.5,43,scalar_gaussian,middle,6144,0.13062311260631712
0.5,43,scalar_gaussian,high,6144,0.08040859505442162
0.5,43,fourier_gaussian,low,6144,0.07501048325342877
0.5,43,fourier_gaussian,middle,6144,0.210754170255813
0.5,43,fourier_gaussian,high,6144,0.09751832519201296
0.5,43,scalar_normalized,low,6144,0.053618461876648205
0.5,43,scalar_normalized,middle,6144,0.14608130625041005
0.5,43,scalar_normalized,high,6144,0.07840086339171264
0.5,43,fourier_normalized,low,6144,0.06758026505809411
0.5,43,fourier_normalized,middle,6144,0.1879728405327816
0.5,43,fourier_normalized,high,6144,0.0891564201400601
0.5,43,scalar_gate_s1p5_p4,low,6144,0.013850420023961538
0.5,43,scalar_gate_s1p5_p4,middle,6144,0.05035068365680567
0.5,43,scalar_gate_s1p5_p4,high,6144,0.06282788232370683
0.5,43,fourier_gate_s1p5_p4,low,6144,0.014405533852488885
0.5,43,fourier_gate_s1p5_p4,middle,6144,0.05120637866568761
0.5,43,fourier_gate_s1p5_p4,high,6144,0.062182609333519316
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01775062733574809
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06473792083499186
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08536658711072098
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017712930403074745
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06527820237797284
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09629434031016798
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013200731019309062
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.04946429808717719
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06536669991548287
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.013731488435901667
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.049847771127171175
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06531163524131957
0.5,44,score,low,6144,0.02067420667741868
0.5,44,score,middle,6144,0.06442102886426247
0.5,44,score,high,6144,0.09201923494673331
0.5,44,scalar_gaussian,low,6144,0.048169256068040255
0.5,44,scalar_gaussian,middle,6144,0.1379770198654154
0.5,44,scalar_gaussian,high,6144,0.08220101048114105
0.5,44,fourier_gaussian,low,6144,0.07691740052164188
0.5,44,fourier_gaussian,middle,6144,0.2194222083825154
0.5,44,fourier_gaussian,high,6144,0.10174851677158943
0.5,44,scalar_normalized,low,6144,0.054742425813860136
0.5,44,scalar_normalized,middle,6144,0.1497441795867644
0.5,44,scalar_normalized,high,6144,0.07870510229528088
0.5,44,fourier_normalized,low,6144,0.07229103228604228
0.5,44,fourier_normalized,middle,6144,0.2020254180543509
0.5,44,fourier_normalized,high,6144,0.09480829686454956
0.5,44,scalar_gate_s1p5_p4,low,6144,0.013486306320985719
0.5,44,scalar_gate_s1p5_p4,middle,6144,0.04988351536319755
0.5,44,scalar_gate_s1p5_p4,high,6144,0.06268306066995076
0.5,44,fourier_gate_s1p5_p4,low,6144,0.013859385231638197
0.5,44,fourier_gate_s1p5_p4,middle,6144,0.05036282642653217
0.5,44,fourier_gate_s1p5_p4,high,6144,0.06159107125082112
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017667777074093335
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06583323791749217
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08688700730824377
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017674661467728125
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06589178727824553
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09599953780824917
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.034300765908624825
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.07468665848466179
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06734712716221744
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.030920400467456467
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.0714982900660681
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.05855621628955876
1.0,42,score,low,6144,0.049466971528674686
1.0,42,score,middle,6144,0.09094821265797541
1.0,42,score,high,6144,0.09387924750819449
1.0,42,scalar_gaussian,low,6144,0.04528469013520483
1.0,42,scalar_gaussian,middle,6144,0.10784624705233103
1.0,42,scalar_gaussian,high,6144,0.07166307254167148
1.0,42,fourier_gaussian,low,6144,0.12216791938216028
1.0,42,fourier_gaussian,middle,6144,0.20842669699225916
1.0,42,fourier_gaussian,high,6144,0.0749202348467275
1.0,42,scalar_normalized,low,6144,0.058976251881661584
1.0,42,scalar_normalized,middle,6144,0.11818283796294693
1.0,42,scalar_normalized,high,6144,0.06452793371911032
1.0,42,fourier_normalized,low,6144,0.07471294370780802
1.0,42,fourier_normalized,middle,6144,0.12075941746607753
1.0,42,fourier_normalized,high,6144,0.04779111859247964
1.0,42,scalar_gate_s1p5_p4,low,6144,0.0355518365111678
1.0,42,scalar_gate_s1p5_p4,middle,6144,0.07462410652157586
1.0,42,scalar_gate_s1p5_p4,high,6144,0.06639699810487493
1.0,42,fourier_gate_s1p5_p4,low,6144,0.03542627405715285
1.0,42,fourier_gate_s1p5_p4,middle,6144,0.07392001540746153
1.0,42,fourier_gate_s1p5_p4,high,6144,0.05999465042145452
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.04355492851996808
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09938713977139886
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.07014450741863636
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.02910252394875604
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.08275198136444224
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.07483754930836295
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.034482980774726946
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.07421556882329929
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.0667621620435388
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.03143606261781298
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.07190122655541413
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.05882056315473282
1.0,43,score,low,6144,0.05079235144174964
1.0,43,score,middle,6144,0.09206287261874539
1.0,43,score,high,6144,0.09527108278536556
1.0,43,scalar_gaussian,low,6144,0.04350213270010789
1.0,43,scalar_gaussian,middle,6144,0.10813006419145449
1.0,43,scalar_gaussian,high,6144,0.0721812333671613
1.0,43,fourier_gaussian,low,6144,0.11262898618471053
1.0,43,fourier_gaussian,middle,6144,0.1864355552218784
1.0,43,fourier_gaussian,high,6144,0.06737565898967657
1.0,43,scalar_normalized,low,6144,0.05557090236544652
1.0,43,scalar_normalized,middle,6144,0.11249782338065539
1.0,43,scalar_normalized,high,6144,0.06403302425136169
1.0,43,fourier_normalized,low,6144,0.07947325231916975
1.0,43,fourier_normalized,middle,6144,0.1298490826305416
1.0,43,fourier_normalized,high,6144,0.05102572176074525
1.0,43,scalar_gate_s1p5_p4,low,6144,0.03608842680972651
1.0,43,scalar_gate_s1p5_p4,middle,6144,0.07478827065371867
1.0,43,scalar_gate_s1p5_p4,high,6144,0.06706030618655881
1.0,43,fourier_gate_s1p5_p4,low,6144,0.03482177255417851
1.0,43,fourier_gate_s1p5_p4,middle,6144,0.07251860968269339
1.0,43,fourier_gate_s1p5_p4,high,6144,0.060230063390830285
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.04066996485729003
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09447955836832646
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.06963253724358902
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.02954100532664303
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.08361396041816999
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.07528153281238284
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.032621161004577695
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.072707863417107
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.06623976427695545
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,low,6144,0.029986746891885564
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,middle,6144,0.07037297479953046
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,high,6144,0.058344970258963985
1.0,44,score,low,6144,0.047189724820815064
1.0,44,score,middle,6144,0.089579055956389
1.0,44,score,high,6144,0.0941365998779146
1.0,44,scalar_gaussian,low,6144,0.045480473964724266
1.0,44,scalar_gaussian,middle,6144,0.11040221492838243
1.0,44,scalar_gaussian,high,6144,0.07291208252957655
1.0,44,fourier_gaussian,low,6144,0.11829611709095762
1.0,44,fourier_gaussian,middle,6144,0.197960637731205
1.0,44,fourier_gaussian,high,6144,0.07120595666504084
1.0,44,scalar_normalized,low,6144,0.0581088087861378
1.0,44,scalar_normalized,middle,6144,0.1165955518493471
1.0,44,scalar_normalized,high,6144,0.06399978831960428
1.0,44,fourier_normalized,low,6144,0.08114388364161472
1.0,44,fourier_normalized,middle,6144,0.13321121834029717
1.0,44,fourier_normalized,high,6144,0.051214110890667026
1.0,44,scalar_gate_s1p5_p4,low,6144,0.034418125936135295
1.0,44,scalar_gate_s1p5_p4,middle,6144,0.07364878437342526
1.0,44,scalar_gate_s1p5_p4,high,6144,0.06605453546984814
1.0,44,fourier_gate_s1p5_p4,low,6144,0.03334063611287199
1.0,44,fourier_gate_s1p5_p4,middle,6144,0.07204219399888488
1.0,44,fourier_gate_s1p5_p4,high,6144,0.05942970872321526
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.040956854510245645
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09540190037579775
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.06910804474731526
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.02912417898400102
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.08312889001528927
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.0755447623393034
