spectrum_lambda,seed,method,band,score_error
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06674846691153605
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05480280459474334
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05240173634780479
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.0730406443002351
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04882611706781188
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.03718000897036275
0.5,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.0356446836544639
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.07260383673677465
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.04854664705873455
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.03774602011252855
0.5,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.036282466893789805
0.5,44,score,0,0.0865906566007308
0.5,44,score,1,0.062613183296032
0.5,44,score,2,0.054779692357229334
0.5,44,score,3,0.05346314235557911
0.5,44,scalar_gaussian,0,0.0702201782646068
0.5,44,scalar_gaussian,1,0.09378167272691905
0.5,44,scalar_gaussian,2,0.09075343802385225
0.5,44,scalar_gaussian,3,0.08750195137926087
0.5,44,fourier_gaussian,0,0.10504667989984291
0.5,44,fourier_gaussian,1,0.13332312975632607
0.5,44,fourier_gaussian,2,0.13613103398794432
0.5,44,fourier_gaussian,3,0.1339653388768954
0.5,44,scalar_normalized,0,0.06707379173190957
0.5,44,scalar_normalized,1,0.09482473892534836
0.5,44,scalar_normalized,2,0.09825878836646279
0.5,44,scalar_normalized,3,0.09422883462086583
0.5,44,fourier_normalized,0,0.09784397776282157
0.5,44,fourier_normalized,1,0.12163787367499938
0.5,44,fourier_normalized,2,0.12690470999782202
0.5,44,fourier_normalized,3,0.12494169624059981
0.5,44,scalar_gate_s1p5_p4,0,0.07210949088308526
0.5,44,scalar_gate_s1p5_p4,1,0.04768426000773939
0.5,44,scalar_gate_s1p5_p4,2,0.03669569504941352
0.5,44,scalar_gate_s1p5_p4,3,0.035330990074319606
0.5,44,fourier_gate_s1p5_p4,0,0.07269118140946416
0.5,44,fourier_gate_s1p5_p4,1,0.04783407712102802
0.5,44,fourier_gate_s1p5_p4,2,0.036507788465303975
0.5,44,fourier_gate_s1p5_p4,3,0.03488341702826454
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.0765623695935737
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0671364072300391
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05133260759949451
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.048071272633153736
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08379019323066456
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0667673710437357
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05504274013892085
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05245099765707605
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.1037632224046052
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.07910121021854986
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.046641563289870444
1.0,42,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.043506126571333445
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.0873431763740315
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.07337011868782002
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.043665973419656536
1.0,42,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.037650052046167955
1.0,42,score,0,0.09437638949059633
1.0,42,score,1,0.09109161712760631
1.0,42,score,2,0.07224516110267813
1.0,42,score,3,0.0680664345004754
1.0,42,scalar_gaussian,0,0.0812653684725656
1.0,42,scalar_gaussian,1,0.09747676416800458
1.0,42,scalar_gaussian,2,0.06908288343643722
1.0,42,scalar_gaussian,3,0.053425826111110075
1.0,42,fourier_gaussian,0,0.09244580236041357
1.0,42,fourier_gaussian,1,0.13460571757112252
1.0,42,fourier_gaussian,2,0.14362829672723249
1.0,42,fourier_gaussian,3,0.12796676789465208
1.0,42,scalar_normalized,0,0.07238655132018389
1.0,42,scalar_normalized,1,0.1002235533812342
1.0,42,scalar_normalized,2,0.07752619596759883
1.0,42,scalar_normalized,3,0.061621062491886085
1.0,42,fourier_normalized,0,0.06561418733865275
1.0,42,fourier_normalized,1,0.0869838027689433
1.0,42,fourier_normalized,2,0.08423728355097403
1.0,42,fourier_normalized,3,0.06730460888366498
1.0,42,scalar_gate_s1p5_p4,0,0.09921387918391114
1.0,42,scalar_gate_s1p5_p4,1,0.07835394394399936
1.0,42,scalar_gate_s1p5_p4,2,0.04762059879627654
1.0,42,scalar_gate_s1p5_p4,3,0.04422850587099069
1.0,42,fourier_gate_s1p5_p4,0,0.09008639153316272
1.0,42,fourier_gate_s1p5_p4,1,0.07713202857673146
1.0,42,fourier_gate_s1p5_p4,2,0.045741131499354486
1.0,42,fourier_gate_s1p5_p4,3,0.04142931463310008
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08812608520318468
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.09655190514460021
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.059830945405920745
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05845932181658201
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08975089852080048
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.08427988129487753
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05231095364185113
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.045217646086851
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.1002110572558878
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.07990251557894273
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.04611757963822748
1.0,43,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.04396317834568123
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.08743670892600605
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.07402500568991663
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.04386579650063714
1.0,43,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03848297773771695
1.0,43,score,0,0.09505852906497267
1.0,43,score,1,0.09218721065027567
1.0,43,score,2,0.07348610825225144
1.0,43,score,3,0.0701346870080596
1.0,43,scalar_gaussian,0,0.08218197069630945
1.0,43,scalar_gaussian,1,0.09852844221435748
1.0,43,scalar_gaussian,2,0.06843816764134507
1.0,43,scalar_gaussian,3,0.05115820927434508
1.0,43,fourier_gaussian,0,0.08553771290436524
1.0,43,fourier_gaussian,1,0.11693847319601391
1.0,43,fourier_gaussian,2,0.13010051686785998
1.0,43,fourier_gaussian,3,0.12169658140241231
1.0,43,scalar_normalized,0,0.07244645566895842
1.0,43,scalar_normalized,1,0.09744027288944962
1.0,43,scalar_normalized,2,0.07352651350434108
1.0,43,scalar_normalized,3,0.05892509958025639
1.0,43,fourier_normalized,0,0.06400524599956743
1.0,43,fourier_normalized,1,0.09510187248817838
1.0,43,fourier_normalized,2,0.08964835952404776
1.0,43,fourier_normalized,3,0.07382127365149176
1.0,43,scalar_gate_s1p5_p4,0,0.09877499316858003
1.0,43,scalar_gate_s1p5_p4,1,0.07964655128042929
1.0,43,scalar_gate_s1p5_p4,2,0.04772211763157431
1.0,43,scalar_gate_s1p5_p4,3,0.04502418059964337
1.0,43,fourier_gate_s1p5_p4,0,0.09128639982372107
1.0,43,fourier_gate_s1p5_p4,1,0.07690002545324531
1.0,43,fourier_gate_s1p5_p4,2,0.044796878132819434
1.0,43,fourier_gate_s1p5_p4,3,0.04054554561162102
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08728597094865541
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.09318604627516475
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05695163565587022
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.056102416581209305
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.09022918264539402
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0856453468403609
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05278176323210695
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04488080259138495
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.1009508325528265
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.0784840445222791
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.044772617910422974
1.0,44,scalar_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.041929586092149355
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,0,0.08687077290401203
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,1,0.07333634345802159
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,2,0.042576045143687354
1.0,44,fourier_gate_s1p5_p4_cap_lo1_hi2_d0p5,3,0.03670880002307392
1.0,44,score,0,0.09523386919505425
1.0,44,score,1,0.0903299446312566
1.0,44,score,2,0.07096398058816163
1.0,44,score,3,0.06575085043366591
1.0,44,scalar_gaussian,0,0.08162427015416243
1.0,44,scalar_gaussian,1,0.09979901655222896
1.0,44,scalar_gaussian,2,0.07043132671561426
1.0,44,scalar_gaussian,3,0.05348715552739436
1.0,44,fourier_gaussian,0,0.08927172084488105
1.0,44,fourier_gaussian,1,0.1261193316541768
1.0,44,fourier_gaussian,2,0.13699009937438156
1.0,44,fourier_gaussian,3,0.1271044321081629
1.0,44,scalar_normalized,0,0.0711639822664179
1.0,44,scalar_normalized,1,0.09899733370932122
1.0,44,scalar_normalized,2,0.07674154206365152
1.0,44,scalar_normalized,3,0.06037394409590992
1.0,44,fourier_normalized,0,0.0661533456640502
1.0,44,fourier_normalized,1,0.09441516711840081
1.0,44,fourier_normalized,2,0.09272448700689093
1.0,44,fourier_normalized,3,0.0746038423147476
1.0,44,scalar_gate_s1p5_p4,0,0.09834824434670406
1.0,44,scalar_gate_s1p5_p4,1,0.07818546003746872
1.0,44,scalar_gate_s1p5_p4,2,0.04659335368423359
1.0,44,scalar_gate_s1p5_p4,3,0.043078692855232276
1.0,44,fourier_gate_s1p5_p4,0,0.08987131795806698
1.0,44,fourier_gate_s1p5_p4,1,0.07624265494630045
1.0,44,fourier_gate_s1p5_p4,2,0.04403942631760966
1.0,44,fourier_gate_s1p5_p4,3,0.038824584972170575
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08848304890248201
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.094510073753026
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.056434308084694663
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05666098067457851
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.09067681908054379
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.08524428174398291
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.052454746990625405
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04506663713729145
