spectrum_lambda,seed,method,band,score_error
0.0,43,scalar_gaussian,1,0.1262134891908038
0.0,43,scalar_gaussian,2,0.13093924865113324
0.0,43,scalar_gaussian,3,0.13074441333906187
0.0,43,fourier_gaussian,0,0.12244440676968507
0.0,43,fourier_gaussian,1,0.12621349637524581
0.0,43,fourier_gaussian,2,0.13093925607898782
0.0,43,fourier_gaussian,3,0.1307444262202605
0.0,43,scalar_normalized,0,0.11885458014872216
0.0,43,scalar_normalized,1,0.12893317959334866
0.0,43,scalar_normalized,2,0.129993878662706
0.0,43,scalar_normalized,3,0.12816739485116616
0.0,43,fourier_normalized,0,0.1188545804926133
0.0,43,fourier_normalized,1,0.1289331821978502
0.0,43,fourier_normalized,2,0.12999388149579502
0.0,43,fourier_normalized,3,0.12816740313540068
0.0,43,scalar_gate_s1p5_p4,0,0.038308736130335586
0.0,43,scalar_gate_s1p5_p4,1,0.03896900589821675
0.0,43,scalar_gate_s1p5_p4,2,0.03895254183233601
0.0,43,scalar_gate_s1p5_p4,3,0.038583546309157696
0.0,43,fourier_gate_s1p5_p4,0,0.038308738187104896
0.0,43,fourier_gate_s1p5_p4,1,0.038969006215352264
0.0,43,fourier_gate_s1p5_p4,2,0.03895254418575914
0.0,43,fourier_gate_s1p5_p4,3,0.03858354528194987
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.06070082675649645
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.0617868651705959
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.061381012449244245
0.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.0617762796895995
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.060700814471891316
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06178686311341335
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.061381004396454365
0.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.06177626960343384
0.0,44,score,0,0.05388696833618721
0.0,44,score,1,0.052878971229115966
0.0,44,score,2,0.053375086886425366
0.0,44,score,3,0.05342268491231361
0.0,44,scalar_gaussian,0,0.1271707046191698
0.0,44,scalar_gaussian,1,0.13380596207103088
0.0,44,scalar_gaussian,2,0.13249963008130303
0.0,44,scalar_gaussian,3,0.13133268498937256
0.0,44,fourier_gaussian,0,0.12717119005500374
0.0,44,fourier_gaussian,1,0.13380699082070843
0.0,44,fourier_gaussian,2,0.1325002418610875
0.0,44,fourier_gaussian,3,0.13133357641383236
0.0,44,scalar_normalized,0,0.1260634205304914
0.0,44,scalar_normalized,1,0.13391910504989926
0.0,44,scalar_normalized,2,0.12859644853189478
0.0,44,scalar_normalized,3,0.12747565271812222
0.0,44,fourier_normalized,0,0.12606354124883323
0.0,44,fourier_normalized,1,0.13391918922929358
0.0,44,fourier_normalized,2,0.12859650296570757
0.0,44,fourier_normalized,3,0.12747569454622337
0.0,44,scalar_gate_s1p5_p4,0,0.039235248167965336
0.0,44,scalar_gate_s1p5_p4,1,0.03906003052731335
0.0,44,scalar_gate_s1p5_p4,2,0.03902508959062021
0.0,44,scalar_gate_s1p5_p4,3,0.03915273091907487
0.0,44,fourier_gate_s1p5_p4,0,0.03923525749401575
0.0,44,fourier_gate_s1p5_p4,1,0.03906002445577797
0.0,44,fourier_gate_s1p5_p4,2,0.039025092709653965
0.0,44,fourier_gate_s1p5_p4,3,0.03915273593137501
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.0775774130767472
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06577939294692497
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.04991465967151677
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.046304092441590554
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08547903336031346
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06607982872430623
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05409017500605215
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05170901437592957
0.5,42,score,0,0.08569401333414689
0.5,42,score,1,0.06290386705731205
0.5,42,score,2,0.054467419378419875
0.5,42,score,3,0.053480072910465026
0.5,42,scalar_gaussian,0,0.0702919685094558
0.5,42,scalar_gaussian,1,0.08571532318062722
0.5,42,scalar_gaussian,2,0.08557488304387717
0.5,42,scalar_gaussian,3,0.08075438916343308
0.5,42,fourier_gaussian,0,0.10613600180297472
0.5,42,fourier_gaussian,1,0.12347257172792386
0.5,42,fourier_gaussian,2,0.13177356478395866
0.5,42,fourier_gaussian,3,0.12332089366421889
0.5,42,scalar_normalized,0,0.06590836602470368
0.5,42,scalar_normalized,1,0.08952056949253906
0.5,42,scalar_normalized,2,0.09660379819460568
0.5,42,scalar_normalized,3,0.08911292835050115
0.5,42,fourier_normalized,0,0.10059435927418528
0.5,42,fourier_normalized,1,0.12324356241429607
0.5,42,fourier_normalized,2,0.12638664461300236
0.5,42,fourier_normalized,3,0.11916765265433618
0.5,42,scalar_gate_s1p5_p4,0,0.07572439011619518
0.5,42,scalar_gate_s1p5_p4,1,0.04884691963563695
0.5,42,scalar_gate_s1p5_p4,2,0.037924775218109184
0.5,42,scalar_gate_s1p5_p4,3,0.03646658376126923
0.5,42,fourier_gate_s1p5_p4,0,0.07535083774708039
0.5,42,fourier_gate_s1p5_p4,1,0.04876416028881494
0.5,42,fourier_gate_s1p5_p4,2,0.03769147508907648
0.5,42,fourier_gate_s1p5_p4,3,0.035944830509434506
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.07840733441153412
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06671809866638662
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05094939284205768
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04766912823714489
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08679870906907496
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06709322310230964
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05500788485520521
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.052919842497870115
0.5,43,score,0,0.0875204912486002
0.5,43,score,1,0.0637958626493364
0.5,43,score,2,0.05564091254498665
0.5,43,score,3,0.054556023089396936
0.5,43,scalar_gaussian,0,0.07333186503085944
0.5,43,scalar_gaussian,1,0.08658516664657219
0.5,43,scalar_gaussian,2,0.08917391436941817
0.5,43,scalar_gaussian,3,0.0831178484949574
0.5,43,fourier_gaussian,0,0.10310440019596961
0.5,43,fourier_gaussian,1,0.12354760856828678
0.5,43,fourier_gaussian,2,0.13271566179973657
0.5,43,fourier_gaussian,3,0.13375700255410364
0.5,43,scalar_normalized,0,0.07020825165983768
0.5,43,scalar_normalized,1,0.09287840021879629
0.5,43,scalar_normalized,2,0.09834828452752063
0.5,43,scalar_normalized,3,0.09001527983958775
0.5,43,fourier_normalized,0,0.09458979244072944
0.5,43,fourier_normalized,1,0.11498126174925301
0.5,43,fourier_normalized,2,0.11789959909576006
0.5,43,fourier_normalized,3,0.11550634692415516
0.5,43,scalar_gate_s1p5_p4,0,0.07341562194458662
0.5,43,scalar_gate_s1p5_p4,1,0.0485352285159289
0.5,43,scalar_gate_s1p5_p4,2,0.03762044809824693
0.5,43,scalar_gate_s1p5_p4,3,0.036182487918176354
0.5,43,fourier_gate_s1p5_p4,0,0.07506132626264349
0.5,43,fourier_gate_s1p5_p4,1,0.04892748476535715
0.5,43,fourier_gate_s1p5_p4,2,0.03770997281616143
0.5,43,fourier_gate_s1p5_p4,3,0.035891647105584186
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.07780837150795428
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06764336663713623
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.051911761230311534
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04836900709354322
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08629426357302085
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.06721629376322553
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05537675869268983
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05269317765753661
0.5,44,score,0,0.0875524380401601
0.5,44,score,1,0.06320757301061274
0.5,44,score,2,0.05515657274966773
0.5,44,score,3,0.053787860214204904
0.5,44,scalar_gaussian,0,0.07237498959834429
0.5,44,scalar_gaussian,1,0.09486943137607545
0.5,44,scalar_gaussian,2,0.09139202462284907
0.5,44,scalar_gaussian,3,0.0883705063794523
0.5,44,fourier_gaussian,0,0.10780372874082542
0.5,44,fourier_gaussian,1,0.13435930358452491
0.5,44,fourier_gaussian,2,0.13674063829479374
0.5,44,fourier_gaussian,3,0.13337680810672298
0.5,44,scalar_normalized,0,0.06953550304897543
0.5,44,scalar_normalized,1,0.09582306807334542
0.5,44,scalar_normalized,2,0.0992842915349495
0.5,44,scalar_normalized,3,0.09462069235842246
0.5,44,fourier_normalized,0,0.10030474108043791
0.5,44,fourier_normalized,1,0.12250627147526824
0.5,44,fourier_normalized,2,0.12759628151181732
0.5,44,fourier_normalized,3,0.12458486647142686
0.5,44,scalar_gate_s1p5_p4,0,0.07421702940460762
0.5,44,scalar_gate_s1p5_p4,1,0.04815022162933417
0.5,44,scalar_gate_s1p5_p4,2,0.03706456781886673
0.5,44,scalar_gate_s1p5_p4,3,0.03556512688615105
0.5,44,fourier_gate_s1p5_p4,0,0.07421030215258424
0.5,44,fourier_gate_s1p5_p4,1,0.04832188657352832
0.5,44,fourier_gate_s1p5_p4,2,0.036886691150557975
0.5,44,fourier_gate_s1p5_p4,3,0.035093889221572125
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.0888340953522989
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.09615221747570629
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.059260934113019345
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.058761761853981506
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.09036259726330073
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.08407071518555241
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05228729696931813
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.04606841711666508
1.0,42,score,0,0.09409137881365492
1.0,42,score,1,0.09108886034589027
1.0,42,score,2,0.07220947742600589
1.0,42,score,3,0.06868111963680172
1.0,42,scalar_gaussian,0,0.08087236068344081
1.0,42,scalar_gaussian,1,0.09699452409055127
1.0,42,scalar_gaussian,2,0.06828561787180894
1.0,42,scalar_gaussian,3,0.05310139509671479
1.0,42,fourier_gaussian,0,0.09220168625038952
1.0,42,fourier_gaussian,1,0.13423360416663943
1.0,42,fourier_gaussian,2,0.1427920211286469
1.0,42,fourier_gaussian,3,0.12747858859701588
1.0,42,scalar_normalized,0,0.0726266607957928
1.0,42,scalar_normalized,1,0.09984158760469172
1.0,42,scalar_normalized,2,0.07662673963199212
1.0,42,scalar_normalized,3,0.06129728088034468
1.0,42,fourier_normalized,0,0.06660607902089657
1.0,42,fourier_normalized,1,0.0868559775559623
1.0,42,fourier_normalized,2,0.0837258700361589
1.0,42,fourier_normalized,3,0.06704205030596949
1.0,42,scalar_gate_s1p5_p4,0,0.09920278960214406
1.0,42,scalar_gate_s1p5_p4,1,0.07799711998940972
1.0,42,scalar_gate_s1p5_p4,2,0.04719950049884734
1.0,42,scalar_gate_s1p5_p4,3,0.04458149986309326
1.0,42,fourier_gate_s1p5_p4,0,0.0900289161017403
1.0,42,fourier_gate_s1p5_p4,1,0.07678600034086078
1.0,42,fourier_gate_s1p5_p4,2,0.045333942773229524
1.0,42,fourier_gate_s1p5_p4,3,0.041709519021101385
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08790434858579216
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.09317896467930535
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05666656472413356
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.05655955011637405
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.09109658728099816
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.08556018758059253
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05247006121848898
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.045132171976431504
1.0,43,score,0,0.09450091184933213
1.0,43,score,1,0.09224885605343686
1.0,43,score,2,0.07281182068536693
1.0,43,score,3,0.0698788405570056
1.0,43,scalar_gaussian,0,0.0820382692414414
1.0,43,scalar_gaussian,1,0.09802150180188676
1.0,43,scalar_gaussian,2,0.06800725895966356
1.0,43,scalar_gaussian,3,0.05132753492540934
1.0,43,fourier_gaussian,0,0.08664645152880908
1.0,43,fourier_gaussian,1,0.11725671947037447
1.0,43,fourier_gaussian,2,0.12954184046355144
1.0,43,fourier_gaussian,3,0.12130185267265062
1.0,43,scalar_normalized,0,0.07246427544097006
1.0,43,scalar_normalized,1,0.09684979256144154
1.0,43,scalar_normalized,2,0.07278544322673222
1.0,43,scalar_normalized,3,0.05932155013019672
1.0,43,fourier_normalized,0,0.06416084432332309
1.0,43,fourier_normalized,1,0.09471948160812148
1.0,43,fourier_normalized,2,0.08863098383256197
1.0,43,fourier_normalized,3,0.07343027364449896
1.0,43,scalar_gate_s1p5_p4,0,0.09943098430358624
1.0,43,scalar_gate_s1p5_p4,1,0.07945009475148021
1.0,43,scalar_gate_s1p5_p4,2,0.0472395186260332
1.0,43,scalar_gate_s1p5_p4,3,0.044896186240689126
1.0,43,fourier_gate_s1p5_p4,0,0.09130396499348031
1.0,43,fourier_gate_s1p5_p4,1,0.07674388532284411
1.0,43,fourier_gate_s1p5_p4,2,0.04426081134661925
1.0,43,fourier_gate_s1p5_p4,3,0.04034422857077939
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.08966187178644042
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.09468721098022966
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05609385114039548
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.056824980933134844
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.0908585346707904
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.08513718003342485
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.05224436877952787
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.045099626502618395
1.0,44,score,0,0.0955888573252301
1.0,44,score,1,0.0903505157984208
1.0,44,score,2,0.07072712301032436
1.0,44,score,3,0.06622220473450018
1.0,44,scalar_gaussian,0,0.08110248041818713
1.0,44,scalar_gaussian,1,0.09883128453722449
1.0,44,scalar_gaussian,2,0.06977261253424577
1.0,44,scalar_gaussian,3,0.05351911118239389
1.0,44,fourier_gaussian,0,0.08897584235854356
1.0,44,fourier_gaussian,1,0.1254201856580948
1.0,44,fourier_gaussian,2,0.13580735502901556
1.0,44,fourier_gaussian,3,0.12608320480174687
1.0,44,scalar_normalized,0,0.07107498184162504
1.0,44,scalar_normalized,1,0.09867193231099305
1.0,44,scalar_normalized,2,0.0761517201799383
1.0,44,scalar_normalized,3,0.06020942440007494
1.0,44,fourier_normalized,0,0.06635482172876113
1.0,44,fourier_normalized,1,0.09449197203110976
1.0,44,fourier_normalized,2,0.09249259673253568
1.0,44,fourier_normalized,3,0.07403648916033859
1.0,44,scalar_gate_s1p5_p4,0,0.09920238410558928
1.0,44,scalar_gate_s1p5_p4,1,0.07810582919994885
1.0,44,scalar_gate_s1p5_p4,2,0.04624289782348878
1.0,44,scalar_gate_s1p5_p4,3,0.043519099188928205
1.0,44,fourier_gate_s1p5_p4,0,0.08987505307884924
1.0,44,fourier_gate_s1p5_p4,1,0.07630363503321688
1.0,44,fourier_gate_s1p5_p4,2,0.043802365793601
1.0,44,fourier_gate_s1p5_p4,3,0.039305150779210235
