spectrum_lambda,seed,method,region,n,score_error
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06274541723729556
0.5,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08715189551063328
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.016890985798459036
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06322662155636345
0.5,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09749736948797155
0.5,42,score,low,6144,0.020596785281622638
0.5,42,score,middle,6144,0.06524879286898339
0.5,42,score,high,6144,0.0907862119110278
0.5,42,scalar_gaussian,low,6144,0.04399077658207414
0.5,42,scalar_gaussian,middle,6144,0.12758060102076763
0.5,42,scalar_gaussian,high,6144,0.07964302268153493
0.5,42,fourier_gaussian,low,6144,0.07304948045768431
0.5,42,fourier_gaussian,middle,6144,0.20787344335957433
0.5,42,fourier_gaussian,high,6144,0.09859725129028289
0.5,42,scalar_normalized,low,6144,0.05220300846425228
0.5,42,scalar_normalized,middle,6144,0.14422406389275103
0.5,42,scalar_normalized,high,6144,0.07771744806996135
0.5,42,fourier_normalized,low,6144,0.07143378613932212
0.5,42,fourier_normalized,middle,6144,0.20157336133241846
0.5,42,fourier_normalized,high,6144,0.09470489560938923
0.5,42,scalar_gate_s1p5_p4,low,6144,0.013841940065156683
0.5,42,scalar_gate_s1p5_p4,middle,6144,0.05159684067301389
0.5,42,scalar_gate_s1p5_p4,high,6144,0.06477126345018731
0.5,42,fourier_gate_s1p5_p4,low,6144,0.014238038034393894
0.5,42,fourier_gate_s1p5_p4,middle,6144,0.05163035012914521
0.5,42,fourier_gate_s1p5_p4,high,6144,0.06360009844442739
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.017915628456203918
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.0654470649105131
0.5,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08636360795285118
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01762378038003117
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06519475794834141
0.5,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09783920147819634
0.5,43,score,low,6144,0.021386022587189177
0.5,43,score,middle,6144,0.06630025220193458
0.5,43,score,high,6144,0.092366763943681
0.5,43,scalar_gaussian,low,6144,0.04557537261363842
0.5,43,scalar_gaussian,middle,6144,0.13198551952631488
0.5,43,scalar_gaussian,high,6144,0.08175140707165385
0.5,43,fourier_gaussian,low,6144,0.07452085221714237
0.5,43,fourier_gaussian,middle,6144,0.21104590759620323
0.5,43,fourier_gaussian,high,6144,0.09920336185464242
0.5,43,scalar_normalized,low,6144,0.053200557524435164
0.5,43,scalar_normalized,middle,6144,0.14774878593572818
0.5,43,scalar_normalized,high,6144,0.07988229033477039
0.5,43,fourier_normalized,low,6144,0.06723959042827922
0.5,43,fourier_normalized,middle,6144,0.18781575938237507
0.5,43,fourier_normalized,high,6144,0.08998180527207698
0.5,43,scalar_gate_s1p5_p4,low,6144,0.01376642846645256
0.5,43,scalar_gate_s1p5_p4,middle,6144,0.05108236386653181
0.5,43,scalar_gate_s1p5_p4,high,6144,0.06398149169428648
0.5,43,fourier_gate_s1p5_p4,low,6144,0.014373379791285591
0.5,43,fourier_gate_s1p5_p4,middle,6144,0.05178495465747427
0.5,43,fourier_gate_s1p5_p4,high,6144,0.06337183526649066
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01778088573232949
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.06633357239494597
0.5,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.08799444825115103
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.01770318269266886
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.0659572037712353
0.5,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.09746369537418938
0.5,44,score,low,6144,0.02052414934073517
0.5,44,score,middle,6144,0.06502816889210013
0.5,44,score,high,6144,0.09297100553843742
0.5,44,scalar_gaussian,low,6144,0.0480783949631406
0.5,44,scalar_gaussian,middle,6144,0.13984638756186193
0.5,44,scalar_gaussian,high,6144,0.08312752581566309
0.5,44,fourier_gaussian,low,6144,0.0765657321999124
0.5,44,fourier_gaussian,middle,6144,0.22010993262851727
0.5,44,fourier_gaussian,high,6144,0.10355904498594622
0.5,44,scalar_normalized,low,6144,0.05461162716863318
0.5,44,scalar_normalized,middle,6144,0.15174213147599575
0.5,44,scalar_normalized,high,6144,0.07996337016001896
0.5,44,fourier_normalized,low,6144,0.0720854514617868
0.5,44,fourier_normalized,middle,6144,0.2032897044229068
0.5,44,fourier_normalized,high,6144,0.0959292856145773
0.5,44,scalar_gate_s1p5_p4,low,6144,0.01340837760983625
0.5,44,scalar_gate_s1p5_p4,middle,6144,0.05065114181434871
0.5,44,scalar_gate_s1p5_p4,high,6144,0.0635234559309344
0.5,44,fourier_gate_s1p5_p4,low,6144,0.013788943809292143
0.5,44,fourier_gate_s1p5_p4,middle,6144,0.05085555288492557
0.5,44,fourier_gate_s1p5_p4,high,6144,0.06258335633949298
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.043874855249382644
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09837878364451384
1.0,42,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.06991824733585127
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.02920735605304012
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.0825047693632104
1.0,42,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.07528763772244373
1.0,42,score,low,6144,0.04982008860630339
1.0,42,score,middle,6144,0.09001003949793211
1.0,42,score,high,6144,0.09459788605910514
1.0,42,scalar_gaussian,low,6144,0.04498733841294859
1.0,42,scalar_gaussian,middle,6144,0.10683376810028085
1.0,42,scalar_gaussian,high,6144,0.07111160062948753
1.0,42,fourier_gaussian,low,6144,0.12145348310022491
1.0,42,fourier_gaussian,middle,6144,0.20730757141026354
1.0,42,fourier_gaussian,high,6144,0.07487873206757316
1.0,42,scalar_normalized,low,6144,0.0591470114450594
1.0,42,scalar_normalized,middle,6144,0.1161715067872436
1.0,42,scalar_normalized,high,6144,0.06456820275511259
1.0,42,fourier_normalized,low,6144,0.07437090993074956
1.0,42,fourier_normalized,middle,6144,0.11929492994586588
1.0,42,fourier_normalized,high,6144,0.04880841340383805
1.0,42,scalar_gate_s1p5_p4,low,6144,0.0355384290733291
1.0,42,scalar_gate_s1p5_p4,middle,6144,0.07342084861108354
1.0,42,scalar_gate_s1p5_p4,high,6144,0.06682124029542755
1.0,42,fourier_gate_s1p5_p4,low,6144,0.03539184405044557
1.0,42,fourier_gate_s1p5_p4,middle,6144,0.07283131490994854
1.0,42,fourier_gate_s1p5_p4,high,6144,0.06031404313845854
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.040686500468267585
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09445236810920947
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.06952133436623015
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.029474973588624748
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.08320265230423975
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.07550757255608768
1.0,43,score,low,6144,0.05057422852620952
1.0,43,score,middle,6144,0.09063420446629696
1.0,43,score,high,6144,0.09565083533954866
1.0,43,scalar_gaussian,low,6144,0.04354311939044921
1.0,43,scalar_gaussian,middle,6144,0.10706049665380961
1.0,43,scalar_gaussian,high,6144,0.07218060242423995
1.0,43,fourier_gaussian,low,6144,0.11245089931316223
1.0,43,fourier_gaussian,middle,6144,0.18514643532109745
1.0,43,fourier_gaussian,high,6144,0.06828449438064531
1.0,43,scalar_normalized,low,6144,0.05594007855253796
1.0,43,scalar_normalized,middle,6144,0.11092100620441525
1.0,43,scalar_normalized,high,6144,0.06378815332438649
1.0,43,fourier_normalized,low,6144,0.07920840479493757
1.0,43,fourier_normalized,middle,6144,0.12827515475505588
1.0,43,fourier_normalized,high,6144,0.05082777672129515
1.0,43,scalar_gate_s1p5_p4,low,6144,0.03596601534421456
1.0,43,scalar_gate_s1p5_p4,middle,6144,0.0740597691918035
1.0,43,scalar_gate_s1p5_p4,high,6144,0.06709448485427626
1.0,43,fourier_gate_s1p5_p4,low,6144,0.034610000381318846
1.0,43,fourier_gate_s1p5_p4,middle,6144,0.07169720813981102
1.0,43,fourier_gate_s1p5_p4,high,6144,0.060210961778322136
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.04108255756748633
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.09469525156992804
1.0,44,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.06962471438387638
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,low,6144,0.029168040435624525
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,middle,6144,0.08244047282105707
1.0,44,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,high,6144,0.0758302085050182
1.0,44,score,low,6144,0.04775336936654723
1.0,44,score,middle,6144,0.08843228855202047
1.0,44,score,high,6144,0.0946397122859204
1.0,44,scalar_gaussian,low,6144,0.04565888847170774
1.0,44,scalar_gaussian,middle,6144,0.10908154403233894
1.0,44,scalar_gaussian,high,6144,0.07216990100341088
1.0,44,fourier_gaussian,low,6144,0.11810053166641225
1.0,44,fourier_gaussian,middle,6144,0.1955975250134955
1.0,44,fourier_gaussian,high,6144,0.07085511971967744
1.0,44,scalar_normalized,low,6144,0.05830930207444993
1.0,44,scalar_normalized,middle,6144,0.1151961904563538
1.0,44,scalar_normalized,high,6144,0.06392431052713023
1.0,44,fourier_normalized,low,6144,0.08089477960073616
1.0,44,fourier_normalized,middle,6144,0.13220902890366437
1.0,44,fourier_normalized,high,6144,0.05196130176860672
1.0,44,scalar_gate_s1p5_p4,low,6144,0.034624699316195474
1.0,44,scalar_gate_s1p5_p4,middle,6144,0.07284643354941876
1.0,44,scalar_gate_s1p5_p4,high,6144,0.06641803618560922
1.0,44,fourier_gate_s1p5_p4,low,6144,0.033656382022197645
1.0,44,fourier_gate_s1p5_p4,middle,6144,0.07139213743076855
1.0,44,fourier_gate_s1p5_p4,high,6144,0.059635553355832656
